Source,Destination,Start,End,Md5,UploadId,Source Size,Bytes Transferred,Result,Description
file://.\Core\web\fonts\fontawesome-webfont.woff,gs://lectalocal/MD/Core/web/fonts/fontawesome-webfont.woff,2020-11-23T15:50:38.953532Z,2020-11-23T15:50:40.235684Z,yN3x5eW/NoK8e+vzDzlBSA==,,90412,90412,OK,
file://.\Core\web\images\i4.png,gs://lectalocal/MD/Core/web/images/i4.png,2020-11-23T15:50:39.634888Z,2020-11-23T15:50:40.294610Z,wYMtVhE/f1k9JQd50Q5JYQ==,,10274,10274,OK,
file://.\Core\web\images\lock.png,gs://lectalocal/MD/Core/web/images/lock.png,2020-11-23T15:50:39.734902Z,2020-11-23T15:50:40.319800Z,/GzXy7fC1MRahnJjUAOaxw==,,3121,3121,OK,
file://.\Core\web\images\img-sprite.png,gs://lectalocal/MD/Core/web/images/img-sprite.png,2020-11-23T15:50:39.639896Z,2020-11-23T15:50:40.375798Z,q7ORqAmqLqANIfMbLLlXCw==,,17563,17563,OK,
file://.\Core\web\images\img1.png,gs://lectalocal/MD/Core/web/images/img1.png,2020-11-23T15:50:39.718901Z,2020-11-23T15:50:40.466240Z,igFatOG+6He2FtpVGIbEdg==,,22740,22740,OK,
file://.\Core\web\fonts\fontawesome-webfont.svg,gs://lectalocal/MD/Core/web/fonts/fontawesome-webfont.svg,2020-11-23T15:50:38.934520Z,2020-11-23T15:50:40.469281Z,CnmRSKULsCxvOA6r2Nl1WQ==,,202148,202148,OK,
file://.\Core\web\images\mail.png,gs://lectalocal/MD/Core/web/images/mail.png,2020-11-23T15:50:39.920132Z,2020-11-23T15:50:40.470240Z,6cv2sydLEicDqBT6OHcqfw==,,715,715,OK,
file://.\Core\web\images\search-icon.png,gs://lectalocal/MD/Core/web/images/search-icon.png,2020-11-23T15:50:39.965900Z,2020-11-23T15:50:40.477275Z,soh4iJAaEnTzr7/d1kdweA==,,1165,1165,OK,
file://.\Core\web\images\tick.png,gs://lectalocal/MD/Core/web/images/tick.png,2020-11-23T15:50:40.019894Z,2020-11-23T15:50:40.509278Z,7r+SUjJW3dFzOnbAm5HyOw==,,2915,2915,OK,
file://.\Core\web\images\user.png,gs://lectalocal/MD/Core/web/images/user.png,2020-11-23T15:50:40.029895Z,2020-11-23T15:50:40.521293Z,yWP+/b+6HFtsax2VUCEOcA==,,3060,3060,OK,
file://.\Core\web\images\slider3.jpg,gs://lectalocal/MD/Core/web/images/slider3.jpg,2020-11-23T15:50:39.985892Z,2020-11-23T15:50:40.636607Z,pCzDqfSaRngQC2xiXPmPNA==,,26750,26750,OK,
file://.\Core\web\images\slider5.jpg,gs://lectalocal/MD/Core/web/images/slider5.jpg,2020-11-23T15:50:40.000942Z,2020-11-23T15:50:40.637564Z,Rjejfcr68oAeJFD+SvdMNg==,,28308,28308,OK,
file://.\Core\web\images\slider1.jpg,gs://lectalocal/MD/Core/web/images/slider1.jpg,2020-11-23T15:50:39.970893Z,2020-11-23T15:50:40.652570Z,xl8jcIRW+Qzozmb7F2mbJw==,,45165,45165,OK,
file://.\Core\web\images\slider6.jpg,gs://lectalocal/MD/Core/web/images/slider6.jpg,2020-11-23T15:50:40.002893Z,2020-11-23T15:50:40.702834Z,eIRUDUAUJFGbQN5a1z+2Dw==,,52434,52434,OK,
file://.\Core\web\images\slider2.jpg,gs://lectalocal/MD/Core/web/images/slider2.jpg,2020-11-23T15:50:39.974894Z,2020-11-23T15:50:40.711420Z,mit3lmQgJo2dEsJ2Of6JYA==,,54172,54172,OK,
file://.\Core\web\images\slider4.jpg,gs://lectalocal/MD/Core/web/images/slider4.jpg,2020-11-23T15:50:39.993962Z,2020-11-23T15:50:40.730519Z,j8kNuNeh7XwMx1oj8snv/w==,,55980,55980,OK,
file://.\Core\web\images\slider7.jpg,gs://lectalocal/MD/Core/web/images/slider7.jpg,2020-11-23T15:50:40.008955Z,2020-11-23T15:50:40.753474Z,YitHNK+oIssYMj8gZ3slhQ==,,50222,50222,OK,
file://.\Core\web\js\classie.js,gs://lectalocal/MD/Core/web/js/classie.js,2020-11-23T15:50:40.295626Z,2020-11-23T15:50:40.767474Z,cjx1/ebce7PvD38SWEZVoA==,,1656,1656,OK,
file://.\Core\web\js\custom.js,gs://lectalocal/MD/Core/web/js/custom.js,2020-11-23T15:50:40.320761Z,2020-11-23T15:50:40.800474Z,eCnKAqsPAbDLBRz1DoOolg==,,1181,1181,OK,
file://.\Core\web\images\weather.jpg,gs://lectalocal/MD/Core/web/images/weather.jpg,2020-11-23T15:50:40.097933Z,2020-11-23T15:50:40.844218Z,w76snheADmXeQ52sKWq5YA==,,99088,99088,OK,
file://.\Core\web\js\chartinator.js,gs://lectalocal/MD/Core/web/js/chartinator.js,2020-11-23T15:50:40.246683Z,2020-11-23T15:50:40.894137Z,7bp5xKVSQ0VwGkKxEfLxQg==,,52214,52214,OK,
file://.\Core\web\js\index.js,gs://lectalocal/MD/Core/web/js/index.js,2020-11-23T15:50:40.473280Z,2020-11-23T15:50:40.902128Z,IjYexw5O3lFy3Ehyq+F9yQ==,,2822,2822,OK,
file://.\Core\web\js\Chart.min.js,gs://lectalocal/MD/Core/web/js/Chart.min.js,2020-11-23T15:50:40.240685Z,2020-11-23T15:50:40.971625Z,fY/QwdxnMmdaG9RTo/ZDoQ==,,52091,52091,OK,
file://.\Core\web\js\index1.js,gs://lectalocal/MD/Core/web/js/index1.js,2020-11-23T15:50:40.486238Z,2020-11-23T15:50:41.021801Z,+Z5OPkEAiuGB0wmY3BJBJA==,,4530,4530,OK,
file://.\Core\web\js\bootstrap.js,gs://lectalocal/MD/Core/web/js/bootstrap.js,2020-11-23T15:50:40.197727Z,2020-11-23T15:50:41.036389Z,+4FUnuKJZROh7VcUsbGg8A==,,69707,69707,OK,
file://.\Core\web\js\index2.js,gs://lectalocal/MD/Core/web/js/index2.js,2020-11-23T15:50:40.489285Z,2020-11-23T15:50:41.059388Z,gKOKCOjB/zulJAEZLxZJYw==,,4531,4531,OK,
file://.\Core\web\js\jquery.jqcandlestick.min.js,gs://lectalocal/MD/Core/web/js/jquery.jqcandlestick.min.js,2020-11-23T15:50:40.522238Z,2020-11-23T15:50:41.076396Z,Rl/2eKxJ0MmWVnrZlkB/kA==,,12030,12030,OK,
file://.\Core\web\js\Chart.js,gs://lectalocal/MD/Core/web/js/Chart.js,2020-11-23T15:50:40.212684Z,2020-11-23T15:50:41.141795Z,ChQF0MqR4KoxO4E9L1LK2Q==,,109612,109612,OK,
file://.\Core\web\js\metisMenu.min.js,gs://lectalocal/MD/Core/web/js/metisMenu.min.js,2020-11-23T15:50:40.655562Z,2020-11-23T15:50:41.142830Z,nVls2tam4lDO1GeF0ErfTg==,,1879,1879,OK,
file://.\Core\web\js\light.js,gs://lectalocal/MD/Core/web/js/light.js,2020-11-23T15:50:40.645562Z,2020-11-23T15:50:41.170698Z,aywZSZpmGGwstGeKDMSrPg==,,2914,2914,OK,
file://.\Core\web\js\amcharts.js,gs://lectalocal/MD/Core/web/js/amcharts.js,2020-11-23T15:50:40.192689Z,2020-11-23T15:50:41.170698Z,Z1sb4H/lOj5oTW2HizDdCA==,,210163,210163,OK,
file://.\Core\web\js\export.min.js,gs://lectalocal/MD/Core/web/js/export.min.js,2020-11-23T15:50:40.377848Z,2020-11-23T15:50:41.185658Z,9/twdCk+tFLFHl+tR/W/wg==,,61891,61891,OK,
file://.\Core\web\js\modernizr.custom.js,gs://lectalocal/MD/Core/web/js/modernizr.custom.js,2020-11-23T15:50:40.703854Z,2020-11-23T15:50:41.230694Z,AgCdtInvSAUhCq+iGmuCdg==,,7671,7671,OK,
file://.\Core\web\js\scripts.js,gs://lectalocal/MD/Core/web/js/scripts.js,2020-11-23T15:50:40.768521Z,2020-11-23T15:50:41.248661Z,QB1vw1WxXFn4U/Z15NdY4g==,,663,663,OK,
file://.\Core\web\js\jquery-1.11.1.min.js,gs://lectalocal/MD/Core/web/js/jquery-1.11.1.min.js,2020-11-23T15:50:40.494238Z,2020-11-23T15:50:41.332784Z,gQHVlrK4+jX+OmNOo0LXww==,,95786,95786,OK,
file://.\Core\web\js\monthly.js,gs://lectalocal/MD/Core/web/js/monthly.js,2020-11-23T15:50:40.713414Z,2020-11-23T15:50:41.365258Z,8B3XdaVHpClGlQTiIhG1WA==,,16473,16473,OK,
file://.\Core\web\js\SidebarNav.min.js,gs://lectalocal/MD/Core/web/js/SidebarNav.min.js,2020-11-23T15:50:40.845217Z,2020-11-23T15:50:41.373252Z,1Ik8bslcf8HfOqzll+621w==,,1493,1493,OK,
file://.\Core\web\js\pie-chart.js,gs://lectalocal/MD/Core/web/js/pie-chart.js,2020-11-23T15:50:40.754487Z,2020-11-23T15:50:41.385251Z,0EFX9iT7xf/rGZLRVuLZFg==,,5529,5529,OK,
file://.\Core\web\js\jquery.flot.js,gs://lectalocal/MD/Core/web/js/jquery.flot.js,2020-11-23T15:50:40.510238Z,2020-11-23T15:50:41.392276Z,ibyOqXHpllNxf6aac9cLtA==,,122971,122971,OK,
